"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 15 20:33:04 GMT 2024","Sun Sep 15 20:33:07 GMT 2024","3499","tests","test_registration_form","TestRegistrationForm","","","Тест заполнения поля 'Имя'","Этот тест проверяет корректность заполнения поля 'Имя' в форме регистрации."
"passed","Sun Sep 15 20:32:02 GMT 2024","Sun Sep 15 20:32:07 GMT 2024","4644","tests","test_registration_form","TestRegistrationForm","","","Тест заполнения поля 'Дата рождения'","Этот тест проверяет корректность заполнения поля 'Дата рождения' в форме регистрации."
"passed","Sun Sep 15 20:32:13 GMT 2024","Sun Sep 15 20:32:16 GMT 2024","2644","tests","test_registration_form","TestRegistrationForm","","","Тест выбора хобби","Этот тест проверяет корректность выбора хобби в форме регистрации."
"passed","Sun Sep 15 20:31:39 GMT 2024","Sun Sep 15 20:31:46 GMT 2024","7098","tests","test_registration_form","TestRegistrationForm","","","Тест выбора хобби","Этот тест проверяет корректность выбора хобби в форме регистрации."
"passed","Sun Sep 15 20:32:17 GMT 2024","Sun Sep 15 20:32:23 GMT 2024","5943","tests","test_registration_form","TestRegistrationForm","","","Тест выбора предметов","Этот тест проверяет корректность выбора предметов в форме регистрации."
"passed","Sun Sep 15 20:31:23 GMT 2024","Sun Sep 15 20:31:26 GMT 2024","3543","tests","test_registration_form","TestRegistrationForm","","","Тест заполнения поля 'Email'","Этот тест проверяет корректность заполнения поля 'Email' в форме регистрации."
"passed","Sun Sep 15 20:32:29 GMT 2024","Sun Sep 15 20:32:33 GMT 2024","3468","tests","test_registration_form","TestRegistrationForm","","","Тест выбора штата и города","Этот тест проверяет корректность выбора штата и соответствующего ему города в форме регистрации."
"passed","Sun Sep 15 20:31:52 GMT 2024","Sun Sep 15 20:31:58 GMT 2024","6027","tests","test_registration_form","TestRegistrationForm","","","Тест выбора хобби","Этот тест проверяет корректность выбора хобби в форме регистрации."
"broken","Sun Sep 15 20:31:16 GMT 2024","Sun Sep 15 20:31:43 GMT 2024","26640","tests","test_filling_out_the_form","TestRegistrationForm","","","Тест заполнения и отправки формы регистрации","
    Этот тест выполняет следующие шаги:
    1. Открывает страницу регистрации
    2. Заполняет все поля формы
    3. Отправляет форму
    4. Проверяет успешность отправки
    5. Верифицирует корректность отображения всех введенных данных в модальном окне
    "
"broken","Sun Sep 15 20:31:44 GMT 2024","Sun Sep 15 20:31:53 GMT 2024","9658","tests","test_filling_out_the_form","TestRegistrationForm","","","Тест заполнения и отправки формы регистрации","
    Этот тест выполняет следующие шаги:
    1. Открывает страницу регистрации
    2. Заполняет все поля формы
    3. Отправляет форму
    4. Проверяет успешность отправки
    5. Верифицирует корректность отображения всех введенных данных в модальном окне
    "
"passed","Sun Sep 15 20:31:35 GMT 2024","Sun Sep 15 20:31:39 GMT 2024","4789","tests","test_registration_form","TestRegistrationForm","","","Тест выбора хобби","Этот тест проверяет корректность выбора хобби в форме регистрации."
